i	j	x	r	mach	theta	press	temp
69	0	0.670149	0.320089	1.49937	3.68454	14.9958	365.612
70	0	0.674667	0.305893	1.49835	3.48394	15.018	365.767
71	0	0.679114	0.291802	1.49768	3.29008	15.0326	365.869
72	0	0.683491	0.277828	1.49733	3.10276	15.0402	365.921
73	0	0.687796	0.263984	1.49729	2.92178	15.0412	365.928
74	0	0.692029	0.250281	1.49752	2.74697	15.0361	365.893
75	0	0.696189	0.236733	1.498	2.57813	15.0256	365.82
76	0	0.700276	0.223353	1.49871	2.41506	15.0101	365.712
77	0	0.704288	0.210154	1.49964	2.25757	14.9901	365.572
78	0	0.706255	0.19715	1.49905	2.09877	15.0028	365.661
79	0	0.708179	0.184354	1.49866	1.94625	15.0112	365.719
80	0	0.710058	0.17178	1.49846	1.79977	15.0156	365.75
81	0	0.713725	0.159445	1.49999	1.66405	14.9824	365.519
82	0	0.71462	0.147362	1.49933	1.52631	14.9967	365.619
83	0	0.716361	0.135548	1.49956	1.39636	14.9917	365.583
84	0	0.718052	0.124019	1.49991	1.27159	14.9842	365.531
85	0	0.718873	0.112792	1.49965	1.15031	14.9898	365.57
86	0	0.719666	0.101886	1.4995	1.03426	14.993	365.593
87	0	0.720431	0.091319	1.49944	0.923324	14.9943	365.602
88	0	0.721168	0.0811128	1.49947	0.817406	14.9938	365.598
89	0	0.721874	0.0712893	1.49956	0.716457	14.9917	365.584
90	0	0.722548	0.0618726	1.49972	0.620479	14.9884	365.56
91	0	0.723189	0.0528898	1.49992	0.529525	14.9839	365.53
92	0	0.723493	0.044371	1.4999	0.443493	14.9843	365.532
93	0	0.723777	0.0363508	1.49993	0.362881	14.9836	365.527
94	0	0.72391	0.0288697	1.49989	0.287892	14.9846	365.534
95	0	0.724153	0.0219768	1.49998	0.21904	14.9826	365.52
96	0	0.724263	0.0157341	1.5	0.15675	14.9822	365.518
97	0	0.724311	0.010224	1.49999	0.101826	14.9823	365.518
98	0	0.724331	0.00556695	1.49999	0.0554352	14.9825	365.519
99	0	0.724347	0.00196858	1.49999	0.019602	14.9824	365.519
100	0	0.724356	0	1.5	0	14.9822	365.518

0	1	0.000230286	1	1.17789	0.0131944	23.341	414.878
1	1	0.000575735	0.999445	1.17719	0.0296785	23.362	414.985
2	1	0.00115151	0.998518	1.17604	0.0569172	23.3967	415.161
3	1	0.00195787	0.997216	1.17445	0.0945802	23.4448	415.404
4	1	0.00299525	0.995534	1.17243	0.14222	23.5058	415.713
5	1	0.00426431	0.993466	1.17001	0.199277	23.5792	416.083
6	1	0.00576594	0.991005	1.1672	0.265089	23.6642	416.512
7	1	0.00750127	0.988142	1.16405	0.338896	23.7601	416.993
8	1	0.00947171	0.984866	1.16059	0.419858	23.8658	417.522
9	1	0.0116789	0.981164	1.15684	0.507057	23.9804	418.094
10	1	0.0141249	0.977022	1.15286	0.59952	24.1026	418.702
11	1	0.0168119	0.972425	1.14868	0.696226	24.2312	419.339
12	1	0.0197424	0.967356	1.14436	0.796122	24.3648	419.998
13	1	0.0229193	0.961794	1.13994	0.898141	24.5018	420.671
14	1	0.0263457	0.955721	1.13547	1.00121	24.6407	421.352
15	1	0.0300251	0.949114	1.131	1.10428	24.7799	422.03
16	1	0.0339608	0.941953	1.1266	1.20631	24.9176	422.699
17	1	0.0381567	0.934215	1.12232	1.3063	25.052	423.349
18	1	0.0426167	0.925879	1.11822	1.40331	25.1812	423.972
19	1	0.0473446	0.916924	1.11435	1.49642	25.3033	424.558
20	1	0.0523445	0.907334	1.11078	1.58478	25.4165	425.1
21	1	0.0576203	0.897094	1.10756	1.6676	25.5188	425.588
22	1	0.063176	0.886196	1.10474	1.74413	25.6083	426.014
23	1	0.0690152	0.874636	1.10239	1.81368	25.6832	426.37
24	1	0.0751417	0.862418	1.10055	1.87561	25.7419	426.648
25	1	0.0815592	0.849553	1.09926	1.92936	25.783	426.842
26	1	0.0882712	0.836061	1.09857	1.97445	25.8053	426.948
27	1	0.095281	0.821967	1.09848	2.01047	25.8079	426.96
28	1	0.102592	0.807304	1.09903	2.03714	25.7906	426.878
29	1	0.110208	0.79211	1.10019	2.05431	25.7533	426.702
30	1	0.118131	0.776425	1.10196	2.06198	25.6968	426.434
31	1	0.126365	0.760289	1.10432	2.06028	25.6218	426.078
32	1	0.134912	0.743742	1.10721	2.0495	25.5299	425.641
33	1	0.143773	0.726822	1.11059	2.03001	25.4224	425.128
34	1	0.152951	0.709565	1.11442	2.00231	25.3012	424.548
35	1	0.162445	0.692002	1.11863	1.96694	25.1681	423.909
36	1	0.172253	0.674163	1.12319	1.92447	25.0248	423.218
37	1	0.182374	0.656072	1.12803	1.87548	24.8729	422.482
38	1	0.192803	0.637755	1.13311	1.8205	24.714	421.709
39	1	0.203536	0.619232	1.1384	1.76001	24.5494	420.905
40	1	0.214565	0.600525	1.14386	1.69443	24.3802	420.074
41	1	0.225885	0.581651	1.14945	1.62407	24.2074	419.221
42	1	0.237485	0.562631	1.15517	1.54912	24.0317	418.349
43	1	0.249357	0.543482	1.16099	1.46967	23.8536	417.462
44	1	0.261488	0.524221	1.1669	1.38565	23.6736	416.559
45	1	0.273868	0.504867	1.17289	1.29686	23.4918	415.642
46	1	0.286483	0.485437	1.17897	1.20295	23.3083	414.712
47	1	0.29932	0.46595	1.18515	1.10339	23.1229	413.767
48	1	0.312364	0.446424	1.19142	0.99749	22.9355	412.806
49	1	0.3256	0.426879	1.1978	0.884362	22.7458	411.828
50	1	0.339011	0.407333	1.20431	0.762906	22.5533	410.829
51	1	0.35258	0.387807	1.21097	0.63178	22.3576	409.807
52	1	0.366289	0.36832	1.2178	0.489346	22.158	408.758
53	1	0.375879	0.354818	1.22189	0.402648	22.039	408.13
54	1	0.389674	0.335571	1.229	0.239676	21.8335	407.039
55	1	0.399351	0.322189	1.23331	0.136708	21.7093	406.376
56	1	0.40902	0.308902	1.23772	0.0263128	21.5827	405.698
57	1	0.418843	0.295502	1.24169	0	21.4694	405.088
58	1	0.428607	0.282319	1.24713	0	21.3146	404.251
59	1	0.438302	0.269408	1.25398	0	21.1207	403.197
60	1	0.447987	0.256713	1.26167	0	20.9046	402.014
61	1	0.45769	0.244208	1.26988	0	20.6754	400.75
62	1	0.467426	0.231878	1.27847	0	20.4377	399.428
63	1	0.4772	0.219716	1.28734	0	20.1942	398.062
64	1	0.487012	0.207718	1.29645	0	19.9462	396.66
65	1	0.496863	0.195884	1.30577	0	19.6948	395.225
66	1	0.506749	0.184212	1.31528	0	19.4407	393.761
67	1	0.514644	0.17504	1.32366	0	19.219	392.473
68	1	0.524603	0.163647	1.3328	0	18.9789	391.066
69	1	0.532573	0.154665	1.34108	0	18.7635	389.792
70	1	0.540583	0.14576	1.34895	0	18.5604	388.582
71	1	0.548609	0.136951	1.35663	0	18.3638	387.402
72	1	0.556613	0.128276	1.36472	0	18.1584	386.159
73	1	0.564627	0.119698	1.37246	0	17.9635	384.97
74	1	0.572632	0.111233	1.38004	0	17.7744	383.808
75	1	0.580613	0.102888	1.38751	0	17.5892	382.661
76	1	0.588559	0.0946718	1.39493	0	17.407	381.524
77	1	0.595566	0.087503	1.40165	0	17.2432	380.495
78	1	0.602537	0.0804376	1.40799	0	17.0898	379.524
79	1	0.609454	0.0734895	1.4141	0	16.9427	378.589
80	1	0.617147	0.0658307	1.42068	0	16.7856	377.582
81	1	0.623494	0.0595667	1.42653	0	16.6469	376.688
82	1	0.630168	0.0530313	1.43227	0	16.5117	375.811
83	1	0.636736	0.0466511	1.4379	0	16.3799	374.952
84	1	0.642797	0.0408055	1.44314	0	16.2583	374.154
85	1	0.648734	0.0351178	1.44811	0	16.1433	373.396
86	1	0.654531	0.0296002	1.45289	0	16.0333	372.667
87	1	0.660172	0.024265	1.45752	0	15.9275	371.963
88	1	0.665638	0.0191246	1.46199	0	15.8257	371.282
89	1	0.670913	0.0141924	1.46632	0	15.7278	370.625
90	1	0.675977	0.00948315	1.47049	0	15.6339	369.991
91	1	0.680662	0.00514822	1.47438	0	15.5467	369.4
92	1	0.685099	0.00106219	1.47804	0	15.465	368.845
93	1	0.686255	0	1.47804	0	15.465	368.845

0	2	0.000920735	1	1.17816	0.0527543	23.3326	414.836
1	2	0.00149684	0.999076	1.17702	0.0799959	23.3672	415.011
2	2	0.00230366	0.997779	1.17543	0.117663	23.4151	415.254
3	2	0.00334166	0.996102	1.17342	0.165308	23.4759	415.562
4	2	0.00461152	0.994042	1.171	0.222371	23.5491	415.932
5	2	0.00611415	0.991589	1.16821	0.28819	23.6338	416.359
6	2	0.00785071	0.988736	1.16506	0.362006	23.7293	416.839
7	2	0.00982264	0.985471	1.16161	0.442976	23.8347	417.367
8	2	0.0120316	0.981782	1.15787	0.530185	23.9488	417.937
9	2	0.0144797	0.977655	1.1539	0.622659	24.0706	418.543
10	2	0.0171693	0.973075	1.14974	0.719375	24.1986	419.178
11	2	0.0201028	0.968024	1.14543	0.819281	24.3316	419.834
12	2	0.0232833	0.962484	1.14102	0.921311	24.468	420.506
13	2	0.0267139	0.956434	1.13657	1.02439	24.6063	421.183
14	2	0.0303981	0.949853	1.13213	1.12747	24.7447	421.859
15	2	0.0343396	0.942721	1.12775	1.22951	24.8817	422.525
16	2	0.0385423	0.935015	1.12349	1.3295	25.0153	423.172
17	2	0.04301	0.926713	1.11941	1.42651	25.1437	423.791
18	2	0.047747	0.917797	1.11557	1.51962	25.265	424.374
19	2	0.0527573	0.908249	1.11201	1.60798	25.3773	424.913
20	2	0.058045	0.898055	1.10882	1.69079	25.4788	425.397
21	2	0.0636143	0.887206	1.10602	1.76731	25.5675	425.82
22	2	0.0694691	0.875698	1.10369	1.83684	25.6417	426.173
23	2	0.0756132	0.863536	1.10187	1.89875	25.6997	426.448
24	2	0.0820504	0.850729	1.1006	1.95248	25.7402	426.64
25	2	0.0887842	0.837296	1.09992	1.99754	25.7619	426.743
26	2	0.0958182	0.823264	1.09985	2.03354	25.7642	426.753
27	2	0.103156	0.808663	1.1004	2.06019	25.7466	426.67
28	2	0.1108	0.79353	1.10158	2.07735	25.7092	426.493
29	2	0.118754	0.777905	1.10335	2.08502	25.6526	426.224
30	2	0.127021	0.761827	1.1057	2.08334	25.5777	425.868
31	2	0.135603	0.745336	1.10859	2.07258	25.4859	425.431
32	2	0.144501	0.728471	1.11197	2.05314	25.3787	424.919
33	2	0.153716	0.711264	1.11579	2.0255	25.2578	424.34
34	2	0.163249	0.69375	1.12	1.99022	25.125	423.701
35	2	0.173097	0.675956	1.12455	1.94786	24.982	423.011
36	2	0.183259	0.657908	1.12939	1.899	24.8305	422.276
37	2	0.19373	0.639632	1.13446	1.84418	24.672	421.504
38	2	0.204505	0.621148	1.13974	1.78387	24.5077	420.701
39	2	0.215577	0.602477	1.14519	1.7185	24.3389	419.87
40	2	0.22694	0.583638	1.15079	1.64838	24.1664	419.018
41	2	0.238583	0.564651	1.1565	1.5737	23.991	418.147
42	2	0.250499	0.545533	1.16231	1.49455	23.8132	417.259
43	2	0.262674	0.526302	1.16822	1.41088	23.6335	416.357
44	2	0.275098	0.506977	1.17421	1.32248	23.4519	415.441
45	2	0.287758	0.487574	1.18029	1.229	23.2686	414.51
46	2	0.30064	0.468113	1.18646	1.12994	23.0835	413.565
47	2	0.313729	0.448612	1.19274	1.0246	22.8963	412.604
48	2	0.327011	0.42909	1.19912	0.912113	22.7067	411.625
49	2	0.340469	0.409566	1.20563	0.791393	22.5144	410.626
50	2	0.354085	0.39006	1.2123	0.661117	22.3189	409.604
51	2	0.367842	0.370593	1.21913	0.519675	22.1194	408.555
52	2	0.377463	0.357106	1.22322	0.433696	22.0005	407.926
53	2	0.391307	0.337875	1.23033	0.272008	21.7951	406.835
54	2	0.401017	0.324506	1.23464	0.17	21.671	406.171
55	2	0.410719	0.311232	1.23906	0.0606846	21.5443	405.492
56	2	0.420561	0.297835	1.24157	0	21.4727	405.106
57	2	0.430316	0.28462	1.24435	0	21.3934	404.678
58	2	0.439981	0.271639	1.24918	0	21.2564	403.936
59	2	0.449621	0.258852	1.25544	0	21.0795	402.972
60	2	0.459269	0.24624	1.26269	0	20.8761	401.857
61	2	0.468942	0.233796	1.27061	0	20.6553	400.638
62	2	0.478649	0.221518	1.279	0	20.423	399.346
63	2	0.488392	0.209405	1.28776	0	20.1828	397.998
64	2	0.498172	0.197457	1.2968	0	19.9369	396.607
65	2	0.507986	0.185673	1.30607	0	19.6869	395.179
66	2	0.515827	0.176415	1.31489	0	19.4512	393.822
67	2	0.525718	0.164923	1.32387	0	19.2134	392.44
68	2	0.533636	0.155864	1.3325	0	18.9869	391.113
69	2	0.541596	0.146887	1.34074	0	18.7722	389.844
70	2	0.549575	0.138012	1.3487	0	18.5667	388.62
71	2	0.557534	0.129275	1.35673	0	18.3613	387.387
72	2	0.565504	0.120637	1.36461	0	18.1612	386.176
73	2	0.573466	0.112115	1.37234	0	17.9667	384.99
74	2	0.581405	0.103716	1.37994	0	17.7769	383.823
75	2	0.589311	0.0954493	1.38744	0	17.591	382.672
76	2	0.596284	0.0882379	1.39455	0	17.4162	381.582
77	2	0.603223	0.0811335	1.40128	0	17.2522	380.551
78	2	0.610111	0.0741496	1.4077	0	17.0968	379.569
79	2	0.617772	0.0664529	1.4142	0	16.9405	378.574
80	2	0.624093	0.0601586	1.42037	0	16.7931	377.63
81	2	0.630743	0.0535935	1.42633	0	16.6518	376.72
82	2	0.637286	0.0471857	1.43212	0	16.5153	375.835
83	2	0.643326	0.0413159	1.43763	0	16.3863	374.994
84	2	0.649244	0.035606	1.44287	0	16.2644	374.194
85	2	0.655023	0.0300683	1.44789	0	16.1484	373.43
86	2	0.660647	0.0247145	1.4527	0	16.0376	372.696
87	2	0.666098	0.019557	1.45735	0	15.9313	371.989
88	2	0.671358	0.0146091	1.46184	0	15.8292	371.306
89	2	0.676409	0.00988547	1.46616	0	15.7313	370.648
90	2	0.681083	0.00553796	1.47027	0	15.6387	370.024
91	2	0.68551	0.00144076	1.47416	0	15.5516	369.434
92	2	0.686664	0.000376396	1.4761	0	15.5083	369.139
93	2	0.687073	0	1.4761	0	15.5083	369.139

0	3	0.00207073	1	1.17865	0.118644	23.3179	414.761
1	3	0.00287833	0.998711	1.17707	0.156318	23.3656	415.003
2	3	0.00391738	0.997045	1.17507	0.203971	23.4261	415.31
3	3	0.00518859	0.994995	1.17266	0.261045	23.4988	415.678
4	3	0.00669289	0.992557	1.16988	0.326875	23.5831	416.103
5	3	0.00843151	0.98972	1.16675	0.400704	23.678	416.581
6	3	0.0104059	0.986473	1.16331	0.481689	23.7827	417.107
7	3	0.0126179	0.982806	1.1596	0.568914	23.8961	417.674
8	3	0.0150696	0.978704	1.15565	0.661404	24.0171	418.277
9	3	0.0177634	0.974151	1.15151	0.758137	24.1442	418.908
10	3	0.020702	0.969131	1.14722	0.858061	24.2763	419.561
11	3	0.0238884	0.963625	1.14284	0.960107	24.4116	420.229
12	3	0.027326	0.957614	1.13842	1.0632	24.5488	420.902
13	3	0.0310185	0.951076	1.13401	1.16629	24.6861	421.573
14	3	0.0349695	0.943991	1.12966	1.26834	24.8218	422.234
15	3	0.0391833	0.936337	1.12544	1.36835	24.9541	422.876
16	3	0.043664	0.928093	1.1214	1.46536	25.0812	423.49
17	3	0.0484159	0.91924	1.11759	1.55847	25.2012	424.068
18	3	0.0534434	0.90976	1.11407	1.64683	25.3121	424.601
19	3	0.0587509	0.899641	1.11091	1.72962	25.4123	425.08
20	3	0.0643428	0.888872	1.10816	1.80612	25.4997	425.497
21	3	0.0702232	0.877449	1.10586	1.87562	25.5726	425.844
22	3	0.0763962	0.865377	1.10407	1.93751	25.6296	426.115
23	3	0.0828658	0.852665	1.10283	1.9912	25.6691	426.303
24	3	0.0896358	0.83933	1.10218	2.03623	25.69	426.402
25	3	0.0967097	0.825397	1.10213	2.07219	25.6916	426.409
26	3	0.104091	0.810896	1.10269	2.09881	25.6735	426.324
27	3	0.111783	0.795863	1.10388	2.11596	25.6359	426.145
28	3	0.119788	0.780336	1.10566	2.12363	25.5792	425.876
29	3	0.128108	0.764354	1.10801	2.12197	25.5044	425.519
30	3	0.136747	0.747956	1.11089	2.11126	25.4128	425.082
31	3	0.145705	0.731178	1.11427	2.0919	25.306	424.571
32	3	0.154983	0.714055	1.11808	2.06437	25.1855	423.993
33	3	0.16458	0.69662	1.12228	2.02923	25.0533	423.355
34	3	0.174494	0.678901	1.12682	1.98706	24.9109	422.666
35	3	0.184723	0.660925	1.13164	1.93841	24.76	421.933
36	3	0.195262	0.642716	1.13671	1.88385	24.602	421.162
37	3	0.206107	0.624296	1.14198	1.82385	24.4383	420.36
38	3	0.21725	0.605686	1.14742	1.75882	24.2701	419.531
39	3	0.228683	0.586905	1.15301	1.68909	24.0981	418.68
40	3	0.240399	0.567973	1.15871	1.61486	23.9233	417.809
41	3	0.252386	0.548907	1.16452	1.53621	23.746	416.922
42	3	0.264634	0.529727	1.17042	1.4531	23.5667	416.02
43	3	0.277132	0.510449	1.17641	1.36534	23.3855	415.104
44	3	0.289865	0.491093	1.18249	1.27257	23.2026	414.174
45	3	0.302822	0.471675	1.18866	1.17432	23.0178	413.228
46	3	0.315986	0.452216	1.19494	1.06989	22.8309	412.267
47	3	0.329344	0.432733	1.20132	0.958444	22.6416	411.288
48	3	0.342879	0.413246	1.20784	0.83892	22.4496	410.288
49	3	0.356573	0.393775	1.2145	0.710024	22.2543	409.265
50	3	0.370409	0.374339	1.22134	0.570189	22.0551	408.215
51	3	0.380082	0.360878	1.22544	0.485373	21.9362	407.585
52	3	0.394008	0.341674	1.23255	0.325759	21.7311	406.493
53	3	0.403772	0.328329	1.23688	0.225297	21.6069	405.827
54	3	0.413529	0.315075	1.24131	0.11772	21.4803	405.147
55	3	0.423417	0.301711	1.24378	0.0571087	21.4097	404.766
56	3	0.433204	0.288518	1.2452	0.0219295	21.3693	404.547
57	3	0.44288	0.275518	1.24762	0	21.3006	404.175
58	3	0.452507	0.26267	1.25154	0	21.1896	403.572
59	3	0.462125	0.249968	1.25713	0	21.032	402.713
60	3	0.471758	0.237414	1.26389	0	20.8425	401.672
61	3	0.481417	0.225016	1.27147	0	20.6313	400.505
62	3	0.491107	0.212779	1.27964	0	20.4054	399.248
63	3	0.500831	0.200704	1.28825	0	20.1694	397.923
64	3	0.510587	0.188794	1.29719	0	19.9263	396.546
65	3	0.518385	0.179435	1.30607	0	19.687	395.18
66	3	0.528217	0.167826	1.31499	0	19.4484	393.806
67	3	0.536093	0.158675	1.32377	0	19.216	392.455
68	3	0.544012	0.149612	1.33228	0	18.9926	391.146
69	3	0.551952	0.140656	1.34051	0	18.7783	389.88
70	3	0.559873	0.131843	1.34863	0	18.5685	388.631
71	3	0.567807	0.123133	1.35664	0	18.3636	387.401
72	3	0.575732	0.114542	1.3645	0	18.164	386.193
73	3	0.583638	0.106078	1.37223	0	17.9693	385.006
74	3	0.59151	0.097749	1.37985	0	17.7791	383.837
75	3	0.598456	0.0904847	1.38721	0	17.5967	382.707
76	3	0.605369	0.0833312	1.39425	0	17.4235	381.628
77	3	0.612233	0.0763019	1.40098	0	17.2594	380.597
78	3	0.619867	0.0685582	1.4076	0	17.0992	379.584
79	3	0.626169	0.0622257	1.41399	0	16.9454	378.606
80	3	0.632798	0.0556231	1.42016	0	16.798	377.662
81	3	0.639322	0.0491802	1.42615	0	16.6561	376.747
82	3	0.645346	0.0432793	1.43189	0	16.5206	375.87
83	3	0.651249	0.0375408	1.43739	0	16.392	375.031
84	3	0.657014	0.0319766	1.44264	0	16.2698	374.23
85	3	0.662625	0.0265984	1.44768	0	16.1533	373.462
86	3	0.668065	0.0214184	1.45252	0	16.0419	372.725
87	3	0.673315	0.0164497	1.45718	0	15.9352	372.015
88	3	0.678357	0.011707	1.46167	0	15.8329	371.331
89	3	0.683022	0.0073424	1.46597	0	15.7356	370.677
90	3	0.687442	0.00322976	1.47007	0	15.6433	370.055
91	3	0.688597	0.00216023	1.47308	0	15.5757	369.597
92	3	0.689006	0.00178245	1.47459	0	15.5419	369.368
93	3	0.690938	0	1.47459	0	15.5419	369.368

0	4	0.00367965	1.00001	1.17938	0.210829	23.2961	414.65
1	4	0.0047202	0.998353	1.17739	0.258494	23.3561	414.955
2	4	0.00599331	0.996319	1.17499	0.315581	23.4282	415.321
3	4	0.0075	0.9939	1.17223	0.381428	23.5118	415.743
4	4	0.00924153	0.991085	1.16912	0.455275	23.606	416.219
5	4	0.0112195	0.987865	1.16571	0.53628	23.7098	416.741
6	4	0.0134357	0.984227	1.16202	0.623526	23.8222	417.304
7	4	0.0158925	0.980158	1.1581	0.716038	23.942	417.903
8	4	0.0185922	0.975644	1.15399	0.812794	24.068	418.53
9	4	0.0215379	0.970666	1.14974	0.912742	24.1987	419.178
10	4	0.0247327	0.965207	1.1454	1.01481	24.3327	419.84
11	4	0.0281801	0.959249	1.14101	1.11793	24.4683	420.507
12	4	0.031884	0.95277	1.13665	1.22104	24.604	421.172
13	4	0.0358484	0.945749	1.13234	1.3231	24.738	421.826
14	4	0.0400776	0.938167	1.12817	1.42312	24.8686	422.461
15	4	0.0445763	0.930001	1.12417	1.52014	24.9939	423.068
16	4	0.049349	0.921234	1.12042	1.61325	25.112	423.639
17	4	0.0544004	0.911848	1.11695	1.7016	25.2211	424.164
18	4	0.0597353	0.901829	1.11384	1.78438	25.3194	424.635
19	4	0.0653584	0.891169	1.11114	1.86085	25.4051	425.045
20	4	0.0712742	0.879862	1.10889	1.93032	25.4764	425.386
21	4	0.0774871	0.867913	1.10714	1.99216	25.5318	425.65
22	4	0.0840014	0.855328	1.10594	2.04581	25.57	425.832
23	4	0.0908211	0.842125	1.10532	2.09079	25.5898	425.926
24	4	0.0979497	0.828327	1.1053	2.12671	25.5905	425.93
25	4	0.105391	0.813963	1.10589	2.15331	25.5718	425.841
26	4	0.113147	0.799065	1.10708	2.17044	25.5338	425.66
27	4	0.121222	0.783671	1.10887	2.17812	25.477	425.389
28	4	0.129617	0.767819	1.11122	2.17649	25.4024	425.032
29	4	0.138335	0.751546	1.11411	2.16585	25.3111	424.595
30	4	0.147375	0.734889	1.11747	2.1466	25.2047	424.085
31	4	0.156738	0.717881	1.12128	2.11924	25.0849	423.508
32	4	0.166423	0.700556	1.12547	2.0843	24.9533	422.872
33	4	0.176428	0.682941	1.12999	2.04237	24.8117	422.185
34	4	0.186749	0.665063	1.1348	1.99404	24.6615	421.453
35	4	0.197383	0.646947	1.13985	1.93983	24.5044	420.684
36	4	0.208324	0.628616	1.14511	1.88025	24.3415	419.883
37	4	0.219564	0.610091	1.15054	1.8157	24.174	419.056
38	4	0.231096	0.591391	1.15611	1.74651	24.0027	418.205
39	4	0.24291	0.572536	1.16181	1.67289	23.8285	417.336
40	4	0.254997	0.553544	1.16761	1.59492	23.6519	416.45
41	4	0.267346	0.534434	1.17351	1.51258	23.4731	415.548
42	4	0.279945	0.515224	1.1795	1.42568	23.2925	414.632
43	4	0.292781	0.495932	1.18557	1.33388	23.1101	413.701
44	4	0.305841	0.476576	1.19175	1.23672	22.9257	412.756
45	4	0.31911	0.457175	1.19802	1.13353	22.7393	411.794
46	4	0.332573	0.437748	1.20441	1.0235	22.5504	410.814
